"","ParksID","InspectionID","NextToAnotherGarden","TotalFenceLength","TotalSidewalkArea","TotalSidewalkLength","OnSiteService","HydrantW_in15ft","HydrantOnGardenSide","RainHarvesting","RainGallons","SolarPanels","CompostSystem","CompostTumblers","NonFoodPlants","Food","OpenLawnOrCommunalArea","PavedArea","TreesInGarden","FruitTrees","StreetTrees","EmptyTreePits","Murals","BlankShed","ParksSign","Chickens","Pond","FishInPond","Turtles","Aquaponics","FarmersMarket","CSApickup","Composting","Greenhouse","StructureForSeasonExtension","assemblydist","borough","communityboard","congressionaldist","coundist","gardenname","juris","multipolygon","openhrsf","openhrsm","openhrssa","openhrssu","openhrsth","openhrstu","openhrsw","policeprecinct","statesenatedist","status","zipcode"
"224","M356-GT001",411,"false",0,450,30,"false","false","true","false",NA,"false","false","false","true","true","true","false","true","false","true","false","true","false","true","false","false","","false","false","false","false","false","false","false",70,"M",110,13,9,"Harlem Roots Community Garden","DPR","MULTIPOLYGON (((-73.95097672415767 40.80632973444147, -73.95105906860884 40.80636405590481, -73.95123485414985 40.80612345778959, -73.95115251227523 40.806089137351975, -73.95097672415767 40.80632973444147)))","","","","","","","",28,30,"Active",10027
"225","M357-GT001",349,"false",90,300,25,"false","true","true","true",150,"false","false","false","true","true","false","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","false","false","false",65,"M",103,10,2,"Los Amigos","DPR","MULTIPOLYGON (((-73.98189983200017 40.722618705575805, -73.981976088572 40.72265085942122, -73.98203816627188 40.72256580069871, -73.98211362951572 40.72246239434112, -73.98214548875669 40.722418738986214, -73.98206923118482 40.722386586152275, -73.98189983200017 40.722618705575805)))","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00a -4:00p","","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.",9,27,"Active",10009
"226","M358-GT001",199,"false",0,240,20,"false","true","false","true",100,"false","true","false","true","false","true","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",66,"M",103,10,2,"First Street Garden","DPR","MULTIPOLYGON (((-73.98949720033305 40.724127980762105, -73.98957043591776 40.724158833462155, -73.98970728861894 40.72389330721536, -73.98963948581685 40.72386474148322, -73.98949720033305 40.724127980762105)))","","","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","","","",9,27,"Active",10003
"227","M359-GT001",84,"false",0,600,50,"false","true","true","true",500,"false","false","true","true","true","true","false","true","true","true","false","false","false","true","false","true","false","false","false","false","false","true","true","false",74,"M",103,10,2,"Campos Community Garden","DPR","MULTIPOLYGON (((-73.977740647504 40.72715925237521, -73.97766301249187 40.72712670015414, -73.97758303889856 40.727093166771105, -73.97740205808188 40.727342516519926, -73.97740119712786 40.72734370322165, -73.9774325028424 40.72735668389313, -73.97743334433592 40.7273570352565, -73.97746743252425 40.727371269972096, -73.97753559592596 40.727399733066754, -73.97755846777645 40.727409283821004, -73.97755900983654 40.72740950995439, -73.97756674924501 40.72741197165266, -73.977740647504 40.72715925237521)))","","","12:00 p.m. - 5:00 p.m.","12:00p.m.- 5:00 p.m.","","","",9,27,"Active",10009
"228","M361-GT001",350,"false",75,900,75,"false","true","false","false",NA,"false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",74,"M",103,10,2,"Clyde Romero Memorial Garden","DPR","MULTIPOLYGON (((-73.97944364255353 40.72472597668738, -73.97945537697835 40.72473091627357, -73.97965717622007 40.72481585841153, -73.97982689750928 40.72457275529825, -73.97961759777417 40.72448463963343, -73.97944364255353 40.72472597668738)))","8:00 a.m. - 6:00 p.m.","","","8:00 a.m. - 6:00 p.m.","","","",9,27,"Active",10009
"229","M362-GT001",549,"false",130,240,20,"false","false","true","true",240,"false","true","false","true","true","true","false","true","true","false","false","false","true","true","false","false","","false","false","false","false","true","false","false",70,"M",110,13,9,"West 124th Street Community Garden","DPR","MULTIPOLYGON (((-73.94539222549962 40.80694064571186, -73.94533052124264 40.80691455154266, -73.9452675683535 40.80688793085654, -73.9450871400916 40.80713513090211, -73.94515009314163 40.80716175258625, -73.94521179755705 40.80718784685096, -73.94525901864091 40.80712314956867, -73.94539222549962 40.80694064571186)))","","","","","","","",28,30,"Active",10027
"230","M363-GT001",262,"false",220,600,60,"false","false","false","false",NA,"false","false","true","false","false","true","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",70,"M",111,13,9,"Harlem Rose Garden","DPR","MULTIPOLYGON (((-73.94011741896408 40.80851078180139, -73.94015233719881 40.80846302580495, -73.94016194988131 40.80844987721807, -73.940096910058 40.80842250341699, -73.94003224465155 40.808395287361044, -73.93997386054491 40.808370714799935, -73.93979408651596 40.808616586724725, -73.93979131102107 40.80862038267589, -73.93984850412507 40.80864504385628, -73.93997960731677 40.80869926273977, -73.93998217514743 40.80869575033295, -73.94011741896408 40.80851078180139)))","","","11:00 a.m. -  4:00 p.m.","11:00 a.m. -  4:00 p.m.","","","",25,30,"Active",10035
"231","M364-GT001",297,"false",113,406,28,"true","true","true","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,9,"Jackie Robinson Community Garden","DPR","MULTIPOLYGON (((-73.93990302255587 40.80298611703492, -73.93989862537802 40.802984212888695, -73.9398204065183 40.80294989819098, -73.93964584301888 40.8031905364099, -73.93972477992527 40.80322386015072, -73.93980673362653 40.80311088495491, -73.94009800599972 40.80323451759241, -73.94018494248982 40.80310936907132, -73.94017753530427 40.8031061072225, -73.94005330128266 40.80305140311118, -73.94002567097986 40.80303923650631, -73.93990302255587 40.80298611703492)))","3:00 p.m. - 7:00 p.m.","3:00 p.m. - 7:00 p.m.","3:00 p.m. - 7:00 p.m.","","3:00 p.m. - 7:00 p.m.","3:00 p.m. - 7:00 p.m.","3:00 p.m. - 7:00 p.m.",25,30,"Active",10035
"232","M365-GT001",407,"false",0,336,28,"false","true","true","false",NA,"false","false","false","true","true","true","true","true","true","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",70,"M",110,13,9,"Our Little Green Acre (Garden Eight)","DPR","MULTIPOLYGON (((-73.95214741381878 40.808150501607216, -73.95205937154 40.80811353380004, -73.95192635084753 40.80829663882479, -73.95201439447919 40.80833360763343, -73.9520151288101 40.80833259848071, -73.95214741381878 40.808150501607216)))","2:00 p.m. - 6:00 p.m.","","2:00 p.m. - 6:00 p.m.","","2:00 p.m. - 6:00 p.m.","2:00 p.m. - 6:00 p.m.","2:00 p.m. - 6:00 p.m.",28,30,"Active",10027
"233","M367-GT001",421,"false",124,1200,100,"false","false","false","true",120,"false","false","false","true","false","true","false","false","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Peaceful Valley","DPR","MULTIPOLYGON (((-73.94404184045143 40.800365919992274, -73.94399726618308 40.80042702693887, -73.94428009850296 40.80054645764174, -73.94432477861194 40.80048468697017, -73.94404184045143 40.800365919992274)))","","","8:00 a.m. - 1:00 p.m.","","","","8:00 a.m. - 1:00 p.m.",25,30,"Active",10035
"234","M368-GT001",548,"false",135,1870,135,"false","true","true","false",NA,"false","false","true","true","false","true","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",69,"M",109,13,7,"The Julia Gabriel People's Garden","DPR","MULTIPOLYGON (((-73.9634957798296 40.8037558089319, -73.96338200344834 40.80391061179661, -73.96364778983 40.80402302862361, -73.96370301938873 40.8038434622767, -73.9634957798296 40.8037558089319)))","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.",26,30,"Active",10025
"235","M370-GT001",470,"false",0,180,15,"false","false","false","false",NA,"false","true","false","true","false","false","false","true","false","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",74,"M",103,10,2,"Sam & Sadie Koenig Garden","DPR","MULTIPOLYGON (((-73.97837193287097 40.7241219826354, -73.97846293106281 40.72399882713647, -73.97840840570024 40.723975881854045, -73.9783216100723 40.72409326313578, -73.9782949347933 40.7240916687114, -73.978211389293 40.72420486495399, -73.97823349085505 40.724214165991654, -73.97825281951951 40.724222299441415, -73.97830631552097 40.72414989328164, -73.97833759410507 40.72410753291215, -73.97837193287097 40.7241219826354)))","","","7:00 a.m. - 5:00 p.m.","7:00 a.m. -  5:00 p.m.","","","",9,27,"Active",10009
"236","M371-GT001",281,"false",0,180,15,"false","true","false","true",200,"false","true","false","true","false","false","false","true","true","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",65,"M",103,10,2,"Hope Garden","DPR","MULTIPOLYGON (((-73.98406015165793 40.722195256886245, -73.98411786225854 40.72221966326493, -73.98430987319672 40.72195995564156, -73.98425215564649 40.72193556016337, -73.98406015165793 40.722195256886245)))","","","","12:00p - 5:00p","","","12:00p - 5:00p",9,27,"Active",10009
"237","M372-GT001",333,"false",50,600,50,"false","true","true","true",100,"false","true","false","true","false","false","false","true","false","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",65,"M",103,10,2,"Le Petit Versailles Garden","DPR","MULTIPOLYGON (((-73.98188806145002 40.72107062160671, -73.98180433287719 40.72104522844185, -73.98169431947319 40.72119552136451, -73.98177216607087 40.72122833387675, -73.98188806145002 40.72107062160671)))","2:00 p.m. - 7:00 p.m.","","2:00 p.m. - 7:00 p.m.","2:00 p.m. - 7:00 p.m.","2:00 p.m. - 7:00 p.m.","","",9,27,"Active",10009
"238","M377-GT001",210,"false",0,0,0,"false","false","true","false",NA,"false","false","false","false","false","true","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",71,"M",110,13,9,"Frederick Douglass Boulevard Community Garden","DPR","MULTIPOLYGON (((-73.93920276779414 40.827294384869646, -73.93894305187476 40.82718417289788, -73.9389314375171 40.8271792491426, -73.93887987310808 40.827249846777875, -73.93911913339407 40.82735001747533, -73.93915174891781 40.827363672691845, -73.93915195511251 40.82736375924821, -73.93916001222117 40.82735275944579, -73.93920276779414 40.827294384869646)))","11:30 a.m. - 5:30 p.m.","","12:00 p.m. - 6:00 p.m.","","11:30 a.m. - 5:30 p.m.","11:30 a.m. - 5:30 p.m.","11:30 a.m. - 5:30 p.m.",32,30,"Active",10039
"239","M380-GT001",258,"false",0,256,32,"false","false","false","false",NA,"false","false","true","true","true","true","false","false","false","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",70,"M",110,13,9,"Harlem Grown 131st Street Farm","DPR","MULTIPOLYGON (((-73.9412027932525 40.810826642317025, -73.94120279264382 40.81082867293927, -73.94138250078687 40.81059927257926, -73.94128057711052 40.81055258032763, -73.94111428023936 40.81079010086662, -73.9412027932525 40.810826642317025)))","10:00 a.m. - 2:00 p.m.","","10:00 a.m. - 2:00 p.m.","","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.",32,30,"Active",10037
"240","M382-GT001",414,"false",0,400,40,"false","true","false","false",NA,"false","false","false","true","true","false","false","true","true","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Pa'lante Community Garden","DPR","MULTIPOLYGON (((-73.94723204280945 40.796082248666835, -73.94718375243963 40.796147895503424, -73.94742010408758 40.79624790411596, -73.94747088476291 40.796182573491336, -73.94747479662168 40.79617754057924, -73.94723333695663 40.79608048968252, -73.94723204280945 40.796082248666835)))","10:00a - 12:00p","10:00a - 12:00p","1:00p - 3:00p","1:00p - 3:00p","10:00a - 12:00p","10:00a - 12:00p","10:00a - 12:00p",23,29,"Active",10029
"241","M383-GT001",322,"false",138,360,24,"false","true","false","false",NA,"false","false","false","true","true","true","false","true","true","false","false","false","true","false","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"La Cuevita Community Garden","DPR","MULTIPOLYGON (((-73.94419179687205 40.79924309788406, -73.94423940689221 40.799263079594546, -73.94442254146803 40.799008495982, -73.94434697152583 40.79897639003282, -73.94416361727798 40.79923127148561, -73.94419179687205 40.79924309788406)))","1 p.m. to 6 p.m.","Closed","1 p.m. to 6 p.m.","Closed","1 p.m. to 6 p.m.","1 p.m. to 6 p.m.","1 p.m. to 6 p.m.",25,30,"Active",10029
"242","M387-GT001",89,"false",0,1054,62,"false","true","true","false",NA,"false","false","false","true","false","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","true","false",70,"M",110,13,9,"Carrie McCracken TRUCE Garden","DPR","MULTIPOLYGON (((-73.95319277190117 40.80472300363471, -73.95328213548977 40.80460090435554, -73.95319167643285 40.804563558201515, -73.95290094955503 40.80444208228651, -73.95288838082747 40.80443682994502, -73.95290071178422 40.80459890582961, -73.95319277190117 40.80472300363471)))","","","","","","","",28,30,"Active",10026
"243","M389-GT001",159,"false",122,630,42,"true","false","true","false",NA,"true","true","false","true","false","true","false","true","false","true","false","false","false","false","false","false","","false","false","false","false","true","false","false",68,"M",111,13,8,"El Barrio Community Garden","DPR","MULTIPOLYGON (((-73.93416678851696 40.79645931553836, -73.93403769089157 40.79640482542265, -73.93385973966981 40.79664645454831, -73.93398898356345 40.79670074503383, -73.93416678851696 40.79645931553836)))","8:00 a.m. - 2:00 p.m.","7:00 a.m. - 4:00 p.m.","8:00 a.m. - 2:00 p.m.","8:00 a.m. - 2:00 p.m.","7:00 a.m. - 4:00 p.m.","7:00 a.m. - 4:00 p.m.","7:00 a.m. - 4:00 p.m.",25,29,"Active",10035
"244","M390-GT001",300,"false",137,1644,137,"false","true","false","false",NA,"false","false","false","true","false","false","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",66,"M",102,10,3,"Jane Street Garden","DPR","MULTIPOLYGON (((-74.00457580936207 40.73792505397439, -74.00442576620544 40.73806079783637, -74.00442311598384 40.73806854230262, -74.00464301721354 40.73807199339665, -74.0046641366841 40.73807206908636, -74.0046659705346 40.73807207531563, -74.00466868431722 40.73797498248738, -74.00466881303831 40.73797037188375, -74.00458652171811 40.73791536318691, -74.00458609549801 40.737915077743004, -74.00457988873424 40.737920490040146, -74.00457514517032 40.73792462716018, -74.00457580936207 40.73792505397439)))","","","9a.m. - dusk","9a.m. - dusk","","","",6,47,"Active",10014
"245","M392-GT001",165,"false",0,1559,123,"false","false","false","true",250,"false","false","false","true","true","true","true","true","true","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Olga's El Gallo Community Garden","DPR","MULTIPOLYGON (((-73.94071467019982 40.79969950098918, -73.94069371088572 40.799690650905404, -73.94047986910421 40.799600357470695, -73.94044839389919 40.79964358679871, -73.9404163942428 40.799687537146745, -73.94039357172214 40.799718887941225, -73.94056730447089 40.79979426389982, -73.94060612984397 40.799811157469, -73.94062305679859 40.79981852236898, -73.94070465671682 40.7997131681213, -73.94071467019982 40.79969950098918)))","","","","","","","",25,30,"Active",10035
